cluster_key,state,cluster_size,mp_count,constituency_count,vendor_count,sanction_amount,sample_work_ids,sample_description,recommended_evidence
andhra pradesh_4000000.0_providingdrainsandgutters,andhra pradesh,3,1,1,1,4000000.0,122723; 122751; 122760,Providing drains and gutters for public drainage,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_496000.0_crematoriumsenergyefficie,maharashtra,3,3,3,3,496000.0,122744; 168189; 168480,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_355000.0_lightingofpublicspaces,tamil nadu,3,1,1,2,355000.0,123316; 123317; 123318,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_490000.0_constructionofcommunityce,maharashtra,3,2,2,3,490000.0,123679; 123685; 193905,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttarakhand_300000.0_lightingofpublicspaces,uttarakhand,3,1,1,1,300000.0,123793; 125470; 125492,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
rajasthan_75000.0_constructionofcommunityce,rajasthan,3,1,1,3,75000.0,124271; 124363; 124473,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
rajasthan_107000.0_constructionofcommunityce,rajasthan,3,3,3,2,107000.0,124298; 244172; 245181,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
karnataka_150000.0_developmentofpublicparks,karnataka,3,1,1,1,150000.0,124639; 124640; 124641,Development of public parks,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_496000.0_constructionofpublicstair,bihar,3,1,1,1,496000.0,124953; 124954; 124955,Construction of public staircase/ stair ghat for public convenience,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
delhi_603000.0_installationofmultigymequ,delhi,3,1,1,2,603000.0,125309; 125327; 129576,Installation of multi-gym equipment,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
rajasthan_147000.0_installinghandpumps,rajasthan,3,1,1,1,147000.0,125349; 125350; 125351,Installing hand pumps,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_298000.0_crematoriumsenergyefficie,gujarat,3,1,1,3,298000.0,125407; 125481; 128198,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_36000.0_purchaseofbooksforpublicl,tamil nadu,3,1,1,1,36000.0,125529; 125530; 125532,Purchase of books for public libraries/ digitization of library books,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
punjab_137000.0_installationoffixedgarden,punjab,3,1,1,1,137000.0,125586; 126714; 129580,Installation of fixed garden gym equipment,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
himachal pradesh_30000.0_providingsportsequipmente,himachal pradesh,3,1,1,2,30000.0,125667; 125671; 125672,"Providing sports equipment, except consumable items","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_249000.0_constructionofbusshedsorb,maharashtra,3,2,2,1,249000.0,126605; 131276; 131283,Construction of bus-sheds or bus-stops,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_125000.0_installingtubewellsandbor,maharashtra,3,2,2,2,125000.0,127108; 127109; 193758,Installing tube-wells and borewells,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
haryana_330000.0_purchaseofmobilesanitatio,haryana,3,1,1,1,330000.0,127135; 127136; 127137,Purchase of mobile sanitation equipment,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_202000.0_lightingofpublicspaces,kerala,3,1,1,1,202000.0,127184; 127190; 128816,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_694000.0_constructionofcommunityce,maharashtra,3,3,3,3,694000.0,127720; 167182; 189374,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_293000.0_constructionofbusshedsorb,maharashtra,3,1,1,3,293000.0,128194; 128199; 128204,Construction of bus-sheds or bus-stops,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_1491000.0_constructionofcommonworks,maharashtra,3,1,1,1,1491000.0,128755; 128764; 185150,Construction of common work sheds/ common covered sitting area,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_120000.0_nainstallingtubewellsandb,maharashtra,3,1,1,0,120000.0,128937; 128942; 128943,NA-Installing tube-wells and borewells,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
west bengal_240000.0_lightingofpublicspaces,west bengal,3,1,1,1,240000.0,128946; 128947; 128948,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
delhi_437000.0_installationofmultigymequ,delhi,3,1,1,1,437000.0,129170; 129427; 129503,Installation of multi-gym equipment,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_325000.0_constructionofroadslinkro,kerala,3,3,3,3,325000.0,130054; 130861; 172680,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_1026000.0_purchaseofvehicleformobil,kerala,3,1,1,1,1026000.0,130107; 130266; 172318,"Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_249000.0_crematoriumsenergyefficie,gujarat,3,1,1,3,249000.0,130198; 130200; 130937,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_1025000.0_purchaseofvehicleformobil,kerala,3,1,1,1,1025000.0,130249; 130265; 130267,"Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_247000.0_constructionofroadslinkro,kerala,3,2,2,3,247000.0,130256; 132133; 172298,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_321000.0_constructionofroadslinkro,kerala,3,2,2,3,321000.0,130261; 130865; 130887,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_211000.0_installinghandpumps,bihar,3,1,1,2,211000.0,130914; 130915; 131050,Installing hand pumps,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_2499000.0_constructionofroadslinkro,maharashtra,3,2,2,3,2499000.0,131286; 131638; 175187,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
goa_2600000.0_purchaseofhearsevanfourth,goa,3,1,1,1,2600000.0,131581; 131583; 131584,"Purchase of hearse van (Four, three and two wheelers)","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_1000000.0_installationoffirmlyfixed,maharashtra,3,1,1,2,1000000.0,131615; 131616; 131618,Installation of firmly fixed waiting chairs and benches at railway stations,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
goa_200000.0_nalaptopcomputer,goa,3,1,1,0,200000.0,131679; 131712; 131753,NA-Laptop/Computer,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_103000.0_installingtubewellsandbor,maharashtra,3,1,1,1,103000.0,132084; 132089; 132095,Installing tube-wells and borewells,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
delhi_520000.0_installationofmultigymequ,delhi,3,1,1,2,520000.0,158470; 158602; 159735,Installation of multi-gym equipment,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_127000.0_installingcommunitydrinki,uttar pradesh,3,1,1,1,127000.0,160641; 160642; 160722,Installing community drinking water plants,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_125000.0_installingcommunitydrinki,uttar pradesh,3,1,1,1,125000.0,160698; 160702; 160704,Installing community drinking water plants,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_499000.0_constructionofbuildingsfo,maharashtra,3,3,3,3,499000.0,165325; 167352; 172796,Construction of buildings for multi-gym,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_260000.0_constructionofroadslinkro,maharashtra,3,1,1,3,260000.0,165419; 165495; 165617,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_1203000.0_constructionofroadslinkro,maharashtra,3,1,1,3,1203000.0,165513; 165620; 165641,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
delhi_385000.0_installationofmultigymequ,delhi,3,1,1,1,385000.0,165798; 165800; 165801,Installation of multi-gym equipment,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
delhi_342000.0_installationofmultigymequ,delhi,3,1,1,1,342000.0,165856; 166241; 166242,Installation of multi-gym equipment,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
delhi_699000.0_developmentofpublicparks,delhi,3,1,1,1,699000.0,165885; 165888; 165889,Development of public parks,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_656000.0_constructionofcommunityce,maharashtra,3,2,2,2,656000.0,167176; 167183; 216421,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_499000.0_naconstructionofroadslink,maharashtra,3,2,2,0,499000.0,167482; 197693; 197694,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_250000.0_providingdrainsandgutters,maharashtra,3,1,1,3,250000.0,167873; 168361; 168380,Providing drains and gutters for public drainage,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_498000.0_constructionofboundarywal,maharashtra,3,1,1,2,498000.0,168096; 168187; 168191,Construction of boundary walls of existing public and community buildings,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_249000.0_constructionofboundarywal,maharashtra,3,3,3,3,249000.0,168228; 168379; 172172,Construction of boundary walls of existing public and community buildings,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_250000.0_constructionoffootpathsan,maharashtra,3,2,2,2,250000.0,168230; 168544; 174167,Construction of footpaths and pedestrian ways,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_496000.0_fittingofsittingrccbenche,maharashtra,3,1,1,2,496000.0,170420; 170445; 170791,Fitting of Sitting RCC Benches in Public Places,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_492000.0_constructionofbusshedsorb,kerala,3,1,1,1,492000.0,171159; 171160; 171176,Construction of bus-sheds or bus-stops,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_1515000.0_constructionofcommunityce,maharashtra,3,1,1,3,1515000.0,172189; 172907; 172957,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
telangana_450000.0_constructionofpubliclibra,telangana,3,1,1,3,450000.0,174522; 174757; 175813,Construction of public libraries and reading rooms,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
telangana_26000.0_naconstructionofroadslink,telangana,3,1,1,0,26000.0,175426; 175427; 175428,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
rajasthan_120000.0_constructionofcommunityce,rajasthan,3,2,2,3,120000.0,177314; 177322; 245188,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_200000.0_providingdrainsandgutters,maharashtra,3,2,2,2,200000.0,179527; 179528; 189378,Providing drains and gutters for public drainage,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_125000.0_lightingofpublicspaces,maharashtra,3,1,1,1,125000.0,179593; 179594; 179595,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
rajasthan_123000.0_constructionofroadslinkro,rajasthan,3,3,3,3,123000.0,183424; 193039; 244276,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
rajasthan_375000.0_constructionofcommunityce,rajasthan,3,3,3,3,375000.0,183762; 184070; 244264,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
rajasthan_175000.0_constructionofroadslinkro,rajasthan,3,2,2,3,175000.0,183875; 234612; 234615,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
andhra pradesh_458000.0_constructionofroadslinkro,andhra pradesh,3,1,1,1,458000.0,186569; 186571; 186573,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
telangana_200000.0_providingcctvcamerasystem,telangana,3,1,1,2,200000.0,187003; 187004; 187005,Providing CCTV camera system for security of public areas,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
delhi_797000.0_developmentofplayfieldsan,delhi,3,1,1,1,797000.0,189086; 191744; 191746,Development of playfields and sports grounds,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_1200000.0_providingcctvcamerasystem,maharashtra,3,1,1,1,1200000.0,190237; 190239; 190240,Providing CCTV camera system for security of public areas,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
rajasthan_125000.0_crematoriumsenergyefficie,rajasthan,3,2,2,1,125000.0,193031; 205890; 244287,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_430000.0_purchaseofitsystemsinclud,maharashtra,3,1,1,2,430000.0,193357; 193435; 193516,"Purchase of IT systems, including hardware and software for educational purposes","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_38000.0_constructionofroadslinkro,gujarat,3,1,1,2,38000.0,195136; 195193; 195196,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_62000.0_constructionofroadslinkro,gujarat,3,1,1,3,62000.0,195181; 195217; 195221,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
delhi_1036000.0_fittingofsittingrccbenche,delhi,3,2,2,2,1036000.0,205562; 208361; 213291,Fitting of Sitting RCC Benches in Public Places,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
delhi_682000.0_installationofmultigymequ,delhi,3,1,1,2,682000.0,205648; 205649; 205650,Installation of multi-gym equipment,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_60000.0_nainstallingtubewellsandb,maharashtra,3,1,1,0,60000.0,209362; 209363; 209364,NA-Installing tube-wells and borewells,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_994000.0_installationofmultigymequ,maharashtra,3,1,1,1,994000.0,223648; 223649; 223650,Installation of multi-gym equipment,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
assam_0.0_napurchaseoffurnitureandf,assam,3,1,1,0,0.0,225756; 225757; 225758,NA-Purchase of furniture and fixtures for educational purposes,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_125000.0_naconstructionofcommunity,madhya pradesh,3,3,3,0,125000.0,230106; 248069; 248134,NA-Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_208000.0_constructionofbuildingsfo,madhya pradesh,3,1,1,1,208000.0,231445; 231447; 231466,Construction of buildings for community cultural activities,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_115000.0_napurchaseofhospitalequip,uttar pradesh,3,1,1,0,115000.0,244417; 244472; 244475,NA-Purchase of hospital equipment,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
rajasthan_10000.0_purchaseofprostheticswhee,rajasthan,3,1,1,0,10000.0,244815; 244816; 244817,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_100000.0_naconstructionofcommunity,madhya pradesh,3,1,1,0,100000.0,248146; 249004; 249023,NA-Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
ladakh_400000.0_constructionofcommunityce,ladakh,3,1,1,0,400000.0,248522; 248523; 249098,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
ladakh_600000.0_constructionofcommunityce,ladakh,3,1,1,0,600000.0,248609; 249028; 256455,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
ladakh_100000.0_installingtubewellsandbor,ladakh,3,1,1,0,100000.0,249311; 249312; 249314,Installing tube-wells and borewells,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
ladakh_200000.0_treeplantationforcommunit,ladakh,3,1,1,0,200000.0,251530; 251531; 251532,Tree plantation for community,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_134000.0_naconstructionofbusshedso,maharashtra,3,1,1,0,134000.0,253126; 253128; 253129,NA-Construction of bus-sheds or bus-stops,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_210000.0_nainstallingcommunitydrin,maharashtra,3,1,1,0,210000.0,253136; 253137; 253139,NA-Installing community drinking water plants,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_80000.0_naconstructionofpubliclib,madhya pradesh,3,1,1,0,80000.0,255883; 255885; 255887,NA-Construction of public libraries and reading rooms,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
ladakh_800000.0_naconstructionofcommunity,ladakh,3,1,1,0,800000.0,256497; 256697; 256698,NA-Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_50000.0_naconstructionofcommunity,madhya pradesh,3,2,2,0,50000.0,257153; 258355; 258402,NA-Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_236000.0_constructionofroadslinkro,madhya pradesh,2,2,2,2,236000.0,1646; 32490,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_114000.0_installinghandpumps,madhya pradesh,2,1,1,0,114000.0,1653; 1654,Installing hand pumps,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
jharkhand_400000.0_constructionofbuildingsfo,jharkhand,2,2,2,2,400000.0,1795; 76142,Construction of buildings for community cultural activities,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
jharkhand_1000000.0_constructionofboundarywal,jharkhand,2,2,2,2,1000000.0,1808; 23264,Construction of boundary walls of existing public and community buildings,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_1000000.0_providingdrainsandgutters,madhya pradesh,2,2,2,2,1000000.0,8596; 131062,Providing drains and gutters for public drainage,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_2354000.0_constructionofroadslinkro,uttar pradesh,2,2,2,2,2354000.0,8694; 167976,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_495000.0_constructionofcommunityce,madhya pradesh,2,2,2,2,495000.0,9773; 279083,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
rajasthan_1499000.0_constructionofboundarywal,rajasthan,2,2,2,2,1499000.0,10083; 196471,Construction of boundary walls of existing public and community buildings,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_5000000.0_constructionofroomsandhal,uttar pradesh,2,2,1,2,5000000.0,10275; 198845,Construction of rooms and halls in school and colleges,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_2030000.0_constructionofroadslinkro,uttar pradesh,2,2,2,2,2030000.0,11798; 245546,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_1200000.0_constructionofroomsandhal,uttar pradesh,2,2,1,1,1200000.0,11800; 272718,Construction of rooms and halls in school and colleges,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
rajasthan_3000000.0_constructionofroomsandhal,rajasthan,2,2,2,0,3000000.0,11804; 268491,Construction of rooms and halls in school and colleges,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_2499000.0_constructionofroadslinkro,tamil nadu,2,1,1,1,2499000.0,11901; 11902,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_102000.0_improvementofelectricityd,uttar pradesh,2,2,2,2,102000.0,12148; 29413,Improvement of electricity distribution infrastructure,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_78000.0_improvementofelectricityd,uttar pradesh,2,1,1,1,78000.0,12149; 12152,Improvement of electricity distribution infrastructure,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_811000.0_constructionofroadslinkro,uttar pradesh,2,2,2,2,811000.0,12158; 166411,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_767000.0_installationofmultigymequ,uttar pradesh,2,1,1,1,767000.0,12595; 12596,Installation of multi-gym equipment,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
rajasthan_985000.0_constructionofroadslinkro,rajasthan,2,1,1,2,985000.0,12652; 146660,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
himachal pradesh_250000.0_constructionofadditionalr,himachal pradesh,2,1,1,1,250000.0,13591; 13592,Construction of additional rooms and halls in the existing public and community building,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_1182000.0_constructionofroadslinkro,bihar,2,2,2,2,1182000.0,14791; 20137,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_990000.0_constructionofpublicstair,bihar,2,2,2,2,990000.0,16022; 124956,Construction of public staircase/ stair ghat for public convenience,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
karnataka_750000.0_naconstructionofroadslink,karnataka,2,2,2,0,750000.0,16096; 313516,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
karnataka_1000000.0_naprovidingdrainsandgutte,karnataka,2,2,2,0,1000000.0,16121; 292152,NA-Providing drains and gutters for public drainage,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
karnataka_1200000.0_naconstructionofwatertank,karnataka,2,1,1,0,1200000.0,16145; 16148,NA-Construction of water tanks,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttarakhand_494000.0_constructionofroadslinkro,uttarakhand,2,1,1,1,494000.0,16378; 17450,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_126000.0_purchaseofnonconventional,uttar pradesh,2,1,1,1,126000.0,16913; 44059,Purchase of non-conventional energy system and devices for community use,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_455000.0_constructionofroadslinkro,uttar pradesh,2,2,2,2,455000.0,17124; 249931,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_223000.0_installingcommunitydrinki,uttar pradesh,2,1,1,1,223000.0,18878; 18879,Installing community drinking water plants,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_896000.0_constructionofpublicstair,bihar,2,1,1,2,896000.0,19530; 35811,Construction of public staircase/ stair ghat for public convenience,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_981000.0_constructionofroadslinkro,bihar,2,2,2,2,981000.0,20465; 8740,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_232000.0_constructionofroadslinkro,madhya pradesh,2,2,2,2,232000.0,21178; 187037,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_211000.0_constructionofroadslinkro,madhya pradesh,2,2,2,2,211000.0,21180; 187044,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_81000.0_improvementofelectricityd,uttar pradesh,2,1,1,2,81000.0,21594; 51108,Improvement of electricity distribution infrastructure,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_1027000.0_constructionofroadslinkro,uttar pradesh,2,2,2,2,1027000.0,21598; 46287,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
odisha_100000.0_installingtubewellsandbor,odisha,2,2,2,1,100000.0,23248; 206589,Installing tube-wells and borewells,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_177000.0_constructionofboundarywal,madhya pradesh,2,1,1,0,177000.0,31189; 31199,Construction of boundary walls of existing public and community buildings,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
