record_type,source_file,source_sr_no,state,constituency,mp_name,house,ida,work_id,work_category,work_type,work_description,recommended_date,sanction_date,completion_date,expenditure_date,consent_date,recommended_amount,sanction_amount,amount_disbursed,fund_disbursed_amount,consent_amount,allocated_amount,work_status,payment_status,vendor_name,calamity_type,calamity_name,image_marker
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4337,Chhattisgarh,Sitting Rajya Sabha,Shri Chhattisgarh Nominee RS,Rajya Sabha,CHHATTISGARH DISTRICT MAGISTRATE IDA,WS/MP288/2025-2026/100924,,Construction of CC Road,Construction of CC Road at Sitting Rajya Sabha village ward 1,,,,2025-02-27,,,,,264400.0,,,,Payment Released,,,,
Works Recommended,mplads_synthetic_feed.csv,4338,Telangana,Warangal,Shri Warangal Representative,Lok Sabha,TELANGANA DISTRICT MAGISTRATE IDA,WS/MP801/2025-2026/100925,Normal/Others,Construction of Community Hall,Construction of Community Hall at Warangal village ward 6,2025-06-14,,,,,18000000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,4339,Telangana,Warangal,Shri Warangal Representative,Lok Sabha,TELANGANA DISTRICT MAGISTRATE IDA,WS/MP801/2025-2026/100925,Normal/Others,Construction of Community Hall,Construction of Community Hall at Warangal village ward 6,,2025-07-28,,,,,18000000.0,,,,,Sanction,,,,,
Works Completed,mplads_synthetic_feed.csv,4340,Telangana,Warangal,Shri Warangal Representative,Lok Sabha,TELANGANA DISTRICT MAGISTRATE IDA,WS/MP801/2025-2026/100925,Normal/Others,Construction of Community Hall,Construction of Community Hall at Warangal village ward 6,,,2025-09-07,,,,,6300000.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4341,Telangana,Warangal,Shri Warangal Representative,Lok Sabha,TELANGANA DISTRICT MAGISTRATE IDA,WS/MP801/2025-2026/100925,,Construction of Community Hall,Construction of Community Hall at Warangal village ward 6,,,,2025-08-07,,,,,3150000.0,,,,Payment In-Progress,JAI HO CONTRACTORS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4342,Telangana,Warangal,Shri Warangal Representative,Lok Sabha,TELANGANA DISTRICT MAGISTRATE IDA,WS/MP801/2025-2026/100925,,Construction of Community Hall,Construction of Community Hall at Warangal village ward 6,,,,2025-09-24,,,,,3150000.0,,,,Payment In-Progress,JAI HO CONTRACTORS,,,
Works Recommended,mplads_synthetic_feed.csv,4343,Uttar Pradesh,Varanasi,Shri Narendra Modi,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP887/2025-2026/100926,Normal/Others,Installation of High Mast Solar Lights,Installation of High Mast Solar Lights at Varanasi village ward 19,2024-08-17,,,,,2878000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,4344,Uttar Pradesh,Varanasi,Shri Narendra Modi,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP887/2025-2026/100926,Normal/Others,Installation of High Mast Solar Lights,Installation of High Mast Solar Lights at Varanasi village ward 19,,2024-10-14,,,,,2878000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,4345,Uttar Pradesh,Varanasi,Shri Narendra Modi,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP887/2025-2026/100926,Normal/Others,Installation of High Mast Solar Lights,Installation of High Mast Solar Lights at Varanasi village ward 19,,,2025-04-12,,,,,3223400.0,,,,,,,,,No
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4346,Uttar Pradesh,Varanasi,Shri Narendra Modi,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP887/2025-2026/100926,,Installation of High Mast Solar Lights,Installation of High Mast Solar Lights at Varanasi village ward 19,,,,2024-11-29,,,,,1074500.0,,,,Payment Released,A TO Z ASSOCIATES,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4347,Uttar Pradesh,Varanasi,Shri Narendra Modi,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP887/2025-2026/100926,,Installation of High Mast Solar Lights,Installation of High Mast Solar Lights at Varanasi village ward 19,,,,2025-01-19,,,,,1074500.0,,,,Payment Released,A TO Z ASSOCIATES,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4348,Uttar Pradesh,Varanasi,Shri Narendra Modi,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP887/2025-2026/100926,,Installation of High Mast Solar Lights,Installation of High Mast Solar Lights at Varanasi village ward 19,,,,2025-01-10,,,,,1074500.0,,,,Payment Released,A TO Z ASSOCIATES,,,
Works Recommended,mplads_synthetic_feed.csv,4349,Jharkhand,Dhanbad,Shri Dhanbad Representative,Lok Sabha,JHARKHAND DISTRICT MAGISTRATE IDA,WS/MP799/2025-2026/100927,Bar and Associations,E-Library Extension in District Bar Association Building,E-Library Extension in District Bar Association Building at Dhanbad village ward 16,2024-09-13,,,,,2504000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,4350,Jharkhand,Dhanbad,Shri Dhanbad Representative,Lok Sabha,JHARKHAND DISTRICT MAGISTRATE IDA,WS/MP799/2025-2026/100927,Bar and Associations,E-Library Extension in District Bar Association Building,E-Library Extension in District Bar Association Building at Dhanbad village ward 16,,2024-10-15,,,,,2504000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,4351,Jharkhand,Dhanbad,Shri Dhanbad Representative,Lok Sabha,JHARKHAND DISTRICT MAGISTRATE IDA,WS/MP799/2025-2026/100927,Bar and Associations,E-Library Extension in District Bar Association Building,E-Library Extension in District Bar Association Building at Dhanbad village ward 16,,,2025-01-30,,,,,2657900.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4352,Jharkhand,Dhanbad,Shri Dhanbad Representative,Lok Sabha,JHARKHAND DISTRICT MAGISTRATE IDA,WS/MP799/2025-2026/100927,,E-Library Extension in District Bar Association Building,E-Library Extension in District Bar Association Building at Dhanbad village ward 16,,,,2024-11-12,,,,,886000.0,,,,Payment Released,NATIONAL INFRA PROJECTS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4353,Jharkhand,Dhanbad,Shri Dhanbad Representative,Lok Sabha,JHARKHAND DISTRICT MAGISTRATE IDA,WS/MP799/2025-2026/100927,,E-Library Extension in District Bar Association Building,E-Library Extension in District Bar Association Building at Dhanbad village ward 16,,,,2024-11-30,,,,,886000.0,,,,Payment Released,NATIONAL INFRA PROJECTS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4354,Jharkhand,Dhanbad,Shri Dhanbad Representative,Lok Sabha,JHARKHAND DISTRICT MAGISTRATE IDA,WS/MP799/2025-2026/100927,,E-Library Extension in District Bar Association Building,E-Library Extension in District Bar Association Building at Dhanbad village ward 16,,,,2025-01-14,,,,,886000.0,,,,Payment Released,NATIONAL INFRA PROJECTS,,,
Works Recommended,mplads_synthetic_feed.csv,4355,Madhya Pradesh,Ujjain,Shri Ujjain Representative,Lok Sabha,MADHYA PRADESH DISTRICT MAGISTRATE IDA,WS/MP264/2025-2026/100928,Trust and Society,Community Center Renovation for Private Trust,Community Center Renovation for Private Trust at Ujjain village ward 5,2024-01-22,,,,,1904000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,4356,Madhya Pradesh,Ujjain,Shri Ujjain Representative,Lok Sabha,MADHYA PRADESH DISTRICT MAGISTRATE IDA,WS/MP264/2025-2026/100928,Trust and Society,Community Center Renovation for Private Trust,Community Center Renovation for Private Trust at Ujjain village ward 5,,2024-02-28,,,,,1904000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,4357,Madhya Pradesh,Ujjain,Shri Ujjain Representative,Lok Sabha,MADHYA PRADESH DISTRICT MAGISTRATE IDA,WS/MP264/2025-2026/100928,Trust and Society,Community Center Renovation for Private Trust,Community Center Renovation for Private Trust at Ujjain village ward 5,,,2024-05-11,,,,,976300.0,,,,,,,,,No
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4358,Madhya Pradesh,Ujjain,Shri Ujjain Representative,Lok Sabha,MADHYA PRADESH DISTRICT MAGISTRATE IDA,WS/MP264/2025-2026/100928,,Community Center Renovation for Private Trust,Community Center Renovation for Private Trust at Ujjain village ward 5,,,,2024-03-25,,,,,325400.0,,,,Payment Released,RAMA CONSTRUCTIONS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4359,Madhya Pradesh,Ujjain,Shri Ujjain Representative,Lok Sabha,MADHYA PRADESH DISTRICT MAGISTRATE IDA,WS/MP264/2025-2026/100928,,Community Center Renovation for Private Trust,Community Center Renovation for Private Trust at Ujjain village ward 5,,,,2024-06-24,,,,,325400.0,,,,Payment Released,RAMA CONSTRUCTIONS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4360,Madhya Pradesh,Ujjain,Shri Ujjain Representative,Lok Sabha,MADHYA PRADESH DISTRICT MAGISTRATE IDA,WS/MP264/2025-2026/100928,,Community Center Renovation for Private Trust,Community Center Renovation for Private Trust at Ujjain village ward 5,,,,2024-05-28,,,,,325400.0,,,,Payment Released,RAMA CONSTRUCTIONS,,,
Works Recommended,mplads_synthetic_feed.csv,4361,Haryana,Ambala,Shri Ambala Representative,Lok Sabha,HARYANA DISTRICT MAGISTRATE IDA,WS/MP531/2025-2026/100929,Education & School Infrastructure,Computer Lab Setup in High School,Computer Lab Setup in High School at Ambala village ward 13,2025-04-16,,,,,4430000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,4362,Haryana,Ambala,Shri Ambala Representative,Lok Sabha,HARYANA DISTRICT MAGISTRATE IDA,WS/MP531/2025-2026/100929,Education & School Infrastructure,Computer Lab Setup in High School,Computer Lab Setup in High School at Ambala village ward 13,,2025-06-11,,,,,4430000.0,,,,,Time Estimation,,,,,
Works Completed,mplads_synthetic_feed.csv,4363,Haryana,Ambala,Shri Ambala Representative,Lok Sabha,HARYANA DISTRICT MAGISTRATE IDA,WS/MP531/2025-2026/100929,Education & School Infrastructure,Computer Lab Setup in High School,Computer Lab Setup in High School at Ambala village ward 13,,,2025-07-30,,,,,664500.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4364,Haryana,Ambala,Shri Ambala Representative,Lok Sabha,HARYANA DISTRICT MAGISTRATE IDA,WS/MP531/2025-2026/100929,,Computer Lab Setup in High School,Computer Lab Setup in High School at Ambala village ward 13,,,,2025-07-22,,,,,332200.0,,,,Payment In-Progress,NATIONAL INFRA PROJECTS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4365,Haryana,Ambala,Shri Ambala Representative,Lok Sabha,HARYANA DISTRICT MAGISTRATE IDA,WS/MP531/2025-2026/100929,,Computer Lab Setup in High School,Computer Lab Setup in High School at Ambala village ward 13,,,,2025-07-18,,,,,332200.0,,,,Payment In-Progress,NATIONAL INFRA PROJECTS,,,
Works Recommended,mplads_synthetic_feed.csv,4366,Bihar,Muzaffarpur,Shri Muzaffarpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP775/2025-2026/100930,Education & School Infrastructure,School Boundary Wall Construction,Installation of High Mast Solar Lights at Gram Panchayat Center,2025-01-07,,,,,3942000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,4367,Bihar,Muzaffarpur,Shri Muzaffarpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP775/2025-2026/100930,Education & School Infrastructure,School Boundary Wall Construction,Installation of High Mast Solar Lights at Gram Panchayat Center,,2025-02-15,,,,,3942000.0,,,,,Work in Progress,,,,,
Works Completed,mplads_synthetic_feed.csv,4368,Bihar,Muzaffarpur,Shri Muzaffarpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP775/2025-2026/100930,Education & School Infrastructure,School Boundary Wall Construction,Installation of High Mast Solar Lights at Gram Panchayat Center,,,2025-07-18,,,,,2268200.0,,,,,,,,,No
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4369,Bihar,Muzaffarpur,Shri Muzaffarpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP775/2025-2026/100930,,School Boundary Wall Construction,Installation of High Mast Solar Lights at Gram Panchayat Center,,,,2025-04-04,,,,,2268200.0,,,,Payment In-Progress,SHREE GANESH TRADERS,,,
Works Recommended,mplads_synthetic_feed.csv,4370,Delhi,New Delhi,Shri NewDelhi Representative,Lok Sabha,DELHI DISTRICT MAGISTRATE IDA,WS/MP322/2025-2026/100931,Normal/Others,Construction of Community Hall,Construction of Community Hall at New Delhi village ward 14,2024-06-09,,,,,1755000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,4371,Delhi,New Delhi,Shri NewDelhi Representative,Lok Sabha,DELHI DISTRICT MAGISTRATE IDA,WS/MP322/2025-2026/100931,Normal/Others,Construction of Community Hall,Construction of Community Hall at New Delhi village ward 14,,2024-07-31,,,,,1755000.0,,,,,Work in Progress,,,,,
Works Completed,mplads_synthetic_feed.csv,4372,Delhi,New Delhi,Shri NewDelhi Representative,Lok Sabha,DELHI DISTRICT MAGISTRATE IDA,WS/MP322/2025-2026/100931,Normal/Others,Construction of Community Hall,Construction of Community Hall at New Delhi village ward 14,,,2025-01-07,,,,,725000.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4373,Delhi,New Delhi,Shri NewDelhi Representative,Lok Sabha,DELHI DISTRICT MAGISTRATE IDA,WS/MP322/2025-2026/100931,,Construction of Community Hall,Construction of Community Hall at New Delhi village ward 14,,,,2024-09-13,,,,,241700.0,,,,Payment In-Progress,MODERN WATER TECH,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4374,Delhi,New Delhi,Shri NewDelhi Representative,Lok Sabha,DELHI DISTRICT MAGISTRATE IDA,WS/MP322/2025-2026/100931,,Construction of Community Hall,Construction of Community Hall at New Delhi village ward 14,,,,2024-11-13,,,,,241700.0,,,,Payment In-Progress,MODERN WATER TECH,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4375,Delhi,New Delhi,Shri NewDelhi Representative,Lok Sabha,DELHI DISTRICT MAGISTRATE IDA,WS/MP322/2025-2026/100931,,Construction of Community Hall,Construction of Community Hall at New Delhi village ward 14,,,,2024-11-05,,,,,241700.0,,,,Payment In-Progress,MODERN WATER TECH,,,
Works Recommended,mplads_synthetic_feed.csv,4376,Tamil Nadu,Salem,Shri Salem Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP254/2025-2026/100932,Trust and Society,Grant for NGO Vocational Training Center,Grant for NGO Vocational Training Center at Salem village ward 5,2025-04-24,,,,,2115000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,4377,Tamil Nadu,Salem,Shri Salem Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP254/2025-2026/100932,Trust and Society,Grant for NGO Vocational Training Center,Grant for NGO Vocational Training Center at Salem village ward 5,,2025-05-19,,,,,2115000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,4378,Tamil Nadu,Salem,Shri Salem Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP254/2025-2026/100932,Trust and Society,Grant for NGO Vocational Training Center,Grant for NGO Vocational Training Center at Salem village ward 5,,,2025-11-06,,,,,1883700.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4379,Tamil Nadu,Salem,Shri Salem Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP254/2025-2026/100932,,Grant for NGO Vocational Training Center,Grant for NGO Vocational Training Center at Salem village ward 5,,,,2025-08-23,,,,,627900.0,,,,Payment Released,HINDUSTAN ENTERPRISES,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4380,Tamil Nadu,Salem,Shri Salem Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP254/2025-2026/100932,,Grant for NGO Vocational Training Center,Grant for NGO Vocational Training Center at Salem village ward 5,,,,2025-06-10,,,,,627900.0,,,,Payment Released,HINDUSTAN ENTERPRISES,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4381,Tamil Nadu,Salem,Shri Salem Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP254/2025-2026/100932,,Grant for NGO Vocational Training Center,Grant for NGO Vocational Training Center at Salem village ward 5,,,,2025-09-06,,,,,627900.0,,,,Payment Released,HINDUSTAN ENTERPRISES,,,
Works Recommended,mplads_synthetic_feed.csv,4382,West Bengal,Krishnanagar,Mahua Moitra,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP108/2025-2026/100933,"Roads, Bridges and Culverts",Construction of CC Road,Construction of CC Road at Krishnanagar village ward 11,2024-02-24,,,,,4609000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,4383,West Bengal,Krishnanagar,Mahua Moitra,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP108/2025-2026/100933,"Roads, Bridges and Culverts",Construction of CC Road,Construction of CC Road at Krishnanagar village ward 11,,2024-03-26,,,,,4609000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,4384,West Bengal,Krishnanagar,Mahua Moitra,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP108/2025-2026/100933,"Roads, Bridges and Culverts",Construction of CC Road,Construction of CC Road at Krishnanagar village ward 11,,,2024-05-18,,,,,4299700.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4385,West Bengal,Krishnanagar,Mahua Moitra,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP108/2025-2026/100933,,Construction of CC Road,Construction of CC Road at Krishnanagar village ward 11,,,,2024-05-14,,,,,1433200.0,,,,Payment Released,M/S INFRASTRUCTURE BUILDERS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4386,West Bengal,Krishnanagar,Mahua Moitra,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP108/2025-2026/100933,,Construction of CC Road,Construction of CC Road at Krishnanagar village ward 11,,,,2024-07-21,,,,,1433200.0,,,,Payment Released,M/S INFRASTRUCTURE BUILDERS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4387,West Bengal,Krishnanagar,Mahua Moitra,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP108/2025-2026/100933,,Construction of CC Road,Construction of CC Road at Krishnanagar village ward 11,,,,2024-04-13,,,,,1433200.0,,,,Payment Released,M/S INFRASTRUCTURE BUILDERS,,,
Works Recommended,mplads_synthetic_feed.csv,4388,Haryana,Rohtak,Shri Rohtak Representative,Lok Sabha,HARYANA DISTRICT MAGISTRATE IDA,WS/MP586/2025-2026/100934,Electrification & Solar Power,Transformer Installation in Rural Village,Transformer Installation in Rural Village at Rohtak village ward 18,2024-06-28,,,,,1759000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,4389,Haryana,Rohtak,Shri Rohtak Representative,Lok Sabha,HARYANA DISTRICT MAGISTRATE IDA,WS/MP586/2025-2026/100934,Electrification & Solar Power,Transformer Installation in Rural Village,Transformer Installation in Rural Village at Rohtak village ward 18,,2024-07-26,,,,,1759000.0,,,,,Work in Progress,,,,,
Works Completed,mplads_synthetic_feed.csv,4390,Haryana,Rohtak,Shri Rohtak Representative,Lok Sabha,HARYANA DISTRICT MAGISTRATE IDA,WS/MP586/2025-2026/100934,Electrification & Solar Power,Transformer Installation in Rural Village,Transformer Installation in Rural Village at Rohtak village ward 18,,,2024-12-24,,,,,1134100.0,,,,,,,,,No
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4391,Haryana,Rohtak,Shri Rohtak Representative,Lok Sabha,HARYANA DISTRICT MAGISTRATE IDA,WS/MP586/2025-2026/100934,,Transformer Installation in Rural Village,Transformer Installation in Rural Village at Rohtak village ward 18,,,,2024-08-25,,,,,1134100.0,,,,Payment In-Progress,M/S INFRASTRUCTURE BUILDERS,,,
Works Recommended,mplads_synthetic_feed.csv,4392,Madhya Pradesh,Sitting Rajya Sabha,Shri MadhyaPradesh Nominee RS,Rajya Sabha,MADHYA PRADESH DISTRICT MAGISTRATE IDA,WS/MP216/2025-2026/100935,Public Health & Community Centers,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Sitting Rajya Sabha village ward 5,2024-05-30,,,,,3353000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,4393,Madhya Pradesh,Sitting Rajya Sabha,Shri MadhyaPradesh Nominee RS,Rajya Sabha,MADHYA PRADESH DISTRICT MAGISTRATE IDA,WS/MP216/2025-2026/100935,Public Health & Community Centers,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Sitting Rajya Sabha village ward 5,,2024-07-07,,,,,3353000.0,,,,,Vendor Identification,,,,,
Works Completed,mplads_synthetic_feed.csv,4394,Madhya Pradesh,Sitting Rajya Sabha,Shri MadhyaPradesh Nominee RS,Rajya Sabha,MADHYA PRADESH DISTRICT MAGISTRATE IDA,WS/MP216/2025-2026/100935,Public Health & Community Centers,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Sitting Rajya Sabha village ward 5,,,2024-07-27,,,,,503000.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4395,Madhya Pradesh,Sitting Rajya Sabha,Shri MadhyaPradesh Nominee RS,Rajya Sabha,MADHYA PRADESH DISTRICT MAGISTRATE IDA,WS/MP216/2025-2026/100935,,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Sitting Rajya Sabha village ward 5,,,,2024-09-11,,,,,251500.0,,,,Payment In-Progress,A TO Z ASSOCIATES,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4396,Madhya Pradesh,Sitting Rajya Sabha,Shri MadhyaPradesh Nominee RS,Rajya Sabha,MADHYA PRADESH DISTRICT MAGISTRATE IDA,WS/MP216/2025-2026/100935,,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Sitting Rajya Sabha village ward 5,,,,2024-09-29,,,,,251500.0,,,,Payment In-Progress,A TO Z ASSOCIATES,,,
Works Recommended,mplads_synthetic_feed.csv,4397,Bihar,Patna Sahib,Shri PatnaSahib Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP603/2025-2026/100936,Bar and Associations,E-Library Extension in District Bar Association Building,E-Library Extension in District Bar Association Building at Patna Sahib village ward 12,2025-08-03,,,,,4738000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,4398,Bihar,Patna Sahib,Shri PatnaSahib Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP603/2025-2026/100936,Bar and Associations,E-Library Extension in District Bar Association Building,E-Library Extension in District Bar Association Building at Patna Sahib village ward 12,,2025-09-04,,,,,4738000.0,,,,,Vendor Identification,,,,,
Works Recommended,mplads_synthetic_feed.csv,4399,Andhra Pradesh,Guntur,Shri Guntur Representative,Lok Sabha,ANDHRA PRADESH DISTRICT MAGISTRATE IDA,WS/MP213/2025-2026/100937,Trust and Society,Grant for NGO Vocational Training Center,Grant for NGO Vocational Training Center at Guntur village ward 3,2024-07-20,,,,,4965000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,4400,Andhra Pradesh,Guntur,Shri Guntur Representative,Lok Sabha,ANDHRA PRADESH DISTRICT MAGISTRATE IDA,WS/MP213/2025-2026/100937,Trust and Society,Grant for NGO Vocational Training Center,Grant for NGO Vocational Training Center at Guntur village ward 3,,2024-09-08,,,,,4965000.0,,,,,Work in Progress,,,,,
Works Completed,mplads_synthetic_feed.csv,4401,Andhra Pradesh,Guntur,Shri Guntur Representative,Lok Sabha,ANDHRA PRADESH DISTRICT MAGISTRATE IDA,WS/MP213/2025-2026/100937,Trust and Society,Grant for NGO Vocational Training Center,Grant for NGO Vocational Training Center at Guntur village ward 3,,,2025-02-21,,,,,3472100.0,,,,,,,,,No
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4402,Andhra Pradesh,Guntur,Shri Guntur Representative,Lok Sabha,ANDHRA PRADESH DISTRICT MAGISTRATE IDA,WS/MP213/2025-2026/100937,,Grant for NGO Vocational Training Center,Grant for NGO Vocational Training Center at Guntur village ward 3,,,,2024-10-09,,,,,1736000.0,,,,Payment In-Progress,RAMA CONSTRUCTIONS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4403,Andhra Pradesh,Guntur,Shri Guntur Representative,Lok Sabha,ANDHRA PRADESH DISTRICT MAGISTRATE IDA,WS/MP213/2025-2026/100937,,Grant for NGO Vocational Training Center,Grant for NGO Vocational Training Center at Guntur village ward 3,,,,2024-11-03,,,,,1736000.0,,,,Payment In-Progress,RAMA CONSTRUCTIONS,,,
Works Recommended,mplads_synthetic_feed.csv,4404,Gujarat,Rajkot,Shri Rajkot Representative,Lok Sabha,GUJARAT DISTRICT MAGISTRATE IDA,WS/MP386/2025-2026/100938,Education & School Infrastructure,School Boundary Wall Construction,School Boundary Wall Construction at Rajkot village ward 2,2024-01-25,,,,,4912000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,4405,Gujarat,Rajkot,Shri Rajkot Representative,Lok Sabha,GUJARAT DISTRICT MAGISTRATE IDA,WS/MP386/2025-2026/100938,Education & School Infrastructure,School Boundary Wall Construction,School Boundary Wall Construction at Rajkot village ward 2,,2024-03-06,,,,,4912000.0,,,,,Work in Progress,,,,,
Works Completed,mplads_synthetic_feed.csv,4406,Gujarat,Rajkot,Shri Rajkot Representative,Lok Sabha,GUJARAT DISTRICT MAGISTRATE IDA,WS/MP386/2025-2026/100938,Education & School Infrastructure,School Boundary Wall Construction,School Boundary Wall Construction at Rajkot village ward 2,,,2024-07-09,,,,,3840400.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4407,Gujarat,Rajkot,Shri Rajkot Representative,Lok Sabha,GUJARAT DISTRICT MAGISTRATE IDA,WS/MP386/2025-2026/100938,,School Boundary Wall Construction,School Boundary Wall Construction at Rajkot village ward 2,,,,2024-03-21,,,,,1920200.0,,,,Payment In-Progress,SRI BALAJI ENTERPRISES,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,4408,Gujarat,Rajkot,Shri Rajkot Representative,Lok Sabha,GUJARAT DISTRICT MAGISTRATE IDA,WS/MP386/2025-2026/100938,,School Boundary Wall Construction,School Boundary Wall Construction at Rajkot village ward 2,,,,2024-04-19,,,,,1920200.0,,,,Payment In-Progress,SRI BALAJI ENTERPRISES,,,
Works Recommended,mplads_synthetic_feed.csv,4409,West Bengal,Sitting Rajya Sabha,Shri Derek O'Brien,Rajya Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP664/2025-2026/100939,"Roads, Bridges and Culverts",Repair of PWD Connecting Road,Repair of PWD Connecting Road at Sitting Rajya Sabha village ward 10,2024-01-11,,,,,254000.0,,,,,,,,,,,
